Time,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Direction
1637439779573,40774.43359375,-23718.53125,0,0,-36595.7734375,-27497.4296875,-63484.6328125,-79953.734375,RestSSVEP
1637439779573,40766.609375,-23501.271484375,0,0,-36585.828125,-27373.310546875,-60858.03515625,-79815.6015625,RestSSVEP
1637439779573,40174.01953125,-24471.830078125,0,0,-36602.92578125,-27766.56640625,-64079.45703125,-80538.7890625,RestSSVEP
1637439779574,40081.28125,-24844.76953125,0,0,-36617.3203125,-27958.76953125,-67112.875,-80796.125,RestSSVEP
1637439779574,40681.24609375,-23907.134765625,0,0,-36605.31640625,-27590.3671875,-64273.9375,-80100.8984375,RestSSVEP
1637439779574,40826.98046875,-23448.232421875,0,0,-36593.1796875,-27370.60546875,-60896.34375,-79791.2109375,RestSSVEP
1637439779574,40262.77734375,-24319.904296875,0,0,-36602.90234375,-27695.0859375,-63272.22265625,-80431.859375,RestSSVEP
1637439779574,40024.0625,-24919.802734375,0,0,-36616.89453125,-27960.37890625,-66906.4609375,-80839.0625,RestSSVEP
1637439779574,40554.7578125,-24151.6640625,0,0,-36611.91015625,-27670.69921875,-65067.9609375,-80240.796875,RestSSVEP
1637439779574,40847.6796875,-23473.4453125,0,0,-36595.4609375,-27362.423828125,-61182.35546875,-79749.328125,RestSSVEP
1637439779608,40364.5234375,-24156.15625,0,0,-36605.140625,-27609.43359375,-62535.91015625,-80271.75,RestSSVEP
1637439779609,40015.8125,-24895.640625,0,0,-36624.046875,-27929.666015625,-66352.9609375,-80808.015625,RestSSVEP
1637439779609,40431.0859375,-24350.416015625,0,0,-36615.5546875,-27736.1015625,-65627.40625,-80376.1796875,RestSSVEP
1637439779609,40835.16015625,-23537.37109375,0,0,-36598.3203125,-27393.44921875,-61684.95703125,-79783.96875,RestSSVEP
1637439779609,40468.5703125,-23988.787109375,0,0,-36604.24609375,-27549.060546875,-61972.78125,-80145.265625,RestSSVEP
1637439779609,40035.52734375,-24826.619140625,0,0,-36619.5546875,-27900.4765625,-65797.4375,-80752.828125,RestSSVEP
1637439779609,40324.40234375,-24517.875,0,0,-36619.21875,-27810.64453125,-66163.7578125,-80503.8515625,RestSSVEP
1637439779609,40818.33203125,-23604.560546875,0,0,-36605.453125,-27436.38671875,-62301.734375,-79843.359375,RestSSVEP
1637439779609,40579.8828125,-23819.8515625,0,0,-36607.88671875,-27491.125,-61584.95703125,-80046.265625,RestSSVEP
1637439779609,40088.14453125,-24714.48046875,0,0,-36620.78515625,-27853.201171875,-65266.625,-80711.140625,RestSSVEP
1637439779662,40240.5390625,-24644.67578125,0,0,-36623.890625,-27862.880859375,-66650.0390625,-80641.921875,RestSSVEP
1637439779662,40783.3515625,-23682.92578125,0,0,-36606.81640625,-27487.59375,-63112.20703125,-79939.09375,RestSSVEP
